NAME,MSTAR,A,PER,ECC,MASS,R
,msun,au,day,,mjupiter,rjupiter
CoRoT-4 b,1.16,0.0903166,9.20205,0,0.717419,1.19
Kepler-610 c,1.1,0.575052,151.86392,0,0.0325593,0.294
HAT-P-19 b,0.842,0.0466409,4.008778,0.067,0.292273,1.132
Kepler-736 b,0.86,0.043728,3.60147201,0,0.0256089,0.261
Kepler-784 b,1,0.195581,31.5922646,0,0.0117956,0.141
Kepler-825 c,1.03,0.0802514,8.1818246,0,0.0135358,0.164
HD 154857 c,1.718,5.35635,3452,0.06,2.57917,
Kepler-1037 b,0.82,0.0190889,1.06378867,0,0.00688654,0.114
Kepler-1425 b,0.97,0.114954,14.4541302,0,0.00235177,0.084
Kepler-24 c,1.03,0.105496,12.3318,0,0.0236121,0.249577
Kepler-47 c,1.043,0.895669,303.158,0,0.0729242,0.419091
GJ 163 b,0.4,0.0606753,8.631,0.11,0.033876,
Kepler-133 c,,0.195273,31.517586,,0.0242535,0.253368
Kepler-919 b,1.15,0.101697,11.04603384,0,0.0170154,0.201
HIP 116454 b,0.775,0.0784741,9.1205,0.205,0.03719,0.231
Kepler-924 b,1.14,0.316935,61.0370117,0,0.0281267,0.274
Kepler-988 b,0.55,0.109153,17.76080053,0,0.015383,0.185
Kepler-33 f,1.291,0.253499,41.02902,0,0.0654095,0.39754
Kepler-116 b,,0.0643964,5.968734,,0.0353405,0.305112
Kepler-869 b,0.97,0.228204,40.4287755,0,0.0400412,0.322
Kepler-848 b,1.01,0.0712451,6.91134416,0,0.0125983,0.152
Kepler-107 c,,0.0564705,4.901425,,0.0133325,0.161477
Kepler-84 e,,0.178021,27.434389,,0.0208911,0.231956
Kepler-109 b,1.04,0.0689299,6.48163,0,0.0182069,0.211437
Kepler-764 b,0.92,0.071869,7.33683936,0,0.0121546,0.146
Kepler-734 b,0.85,0.0619246,6.10485286,0,0.0388741,0.318
Kepler-315 b,,0.410606,96.101141,,0.0445124,0.336337
Kepler-837 b,0.85,0.120447,16.56059504,0,0.0203354,0.228
Kepler-639 b,1.14,0.0962449,10.21420496,0,0.0182743,0.212
KIC 11442793 f,1.2,0.519687,124.9144,,0.0254263,0.26
Kepler-1208 b,0.8,0.0903224,11.08507637,0,0.0176872,0.207
Kepler-1238 b,1.3,0.0551406,4.14787559,0,0.014205,0.172
Kepler-586 b,0.94,0.0314856,2.10472218,0,0.0235163,0.249
Kepler-757 b,1.08,0.0203817,1.02267882,0,0.00842926,0.121
HD 2039 b,1.123,2.19755,1120,0.715,5.92499,
Kepler-170 b,,0.0778294,7.930592,,0.0305853,0.285485
Kepler-36 c,1.071,0.128401,16.23855,0,0.025489,0.327926
Kepler-247 d,,0.146486,20.477912,,0.0497576,0.351503
Kepler-136 b,,0.100165,11.5789,,0.0151834,0.182889
XO-2 b,0.974,0.0368369,2.615857,0,0.566541,0.983
Kepler-859 b,0.81,0.136122,20.38177573,0,0.0285386,0.276
Kepler-305 d,,0.128062,16.738661,,0.0223552,0.24177
Kepler-120 c,,0.107059,12.794585,,0.0125754,0.136497
Kepler-393 b,,0.0858179,9.182417,,0.00711292,0.115086
Kepler-96 b,1,0.125499,16.23844,0,0.0261659,0.238201
Kepler-11 d,0.961,0.154764,22.6845,0.0036055,0.0229683,0.2781
Kepler-1497 b,0.96,0.0819289,8.74199772,0,0.0123008,0.148
Kepler-1257 b,0.9,0.0363506,2.66831376,0,0.0124263,0.136
HD 187085 b,1.143,2.02754,986,0.47,0.803694,
HD 118203 b,1.23,0.0702997,6.1335,0.309,2.13623,
Kepler-833 b,0.64,0.119053,18.7546998,0,0.0149156,0.18
Kepler-106 b,1,0.0657994,6.16486,0,0.00144019,0.073149
Kepler-198 d,0.93,0.0228923,1.31184443,0,0.0124263,0.136
Kepler-464 b,1.21,0.0781697,7.25696522,0,0.0325593,0.294
WASP-63 b,1.32,0.0574592,4.37808,0,0.378096,1.43
Kepler-30 b,0.99,0.185524,29.334,0.042,0.035557,0.347625
Kepler-836 b,1.03,0.0998849,11.36112327,0,0.0227057,0.244
Kepler-214 c,,0.183794,28.7798,,0.0158724,0.190026
Kepler-946 b,0.94,0.0993188,11.79162572,0,0.014205,0.172
HD 175167 b,1.102,2.40085,1290,0.54,7.77836,
Kepler-273 b,,0.0401325,2.936532,,0.0117855,0.133821
Kepler-461 b,0.98,0.0797776,8.31378306,0,0.0206139,0.23
Kepler-1603 b,1.21,0.036038,2.27163926,0,0.00709482,0.115
Kepler-323 c,,0.0455761,3.553822,,0.0121124,0.145419
Kepler-84 d,,0.0511438,4.224537,,0.00893492,0.123115
Kepler-267 c,,0.0707769,6.87745,,0.0158724,0.190026
HAT-P-16 b,1.218,0.0413275,2.77596,0.036,4.2025,1.289
TrES-4 b,1.394,0.0509243,3.553945,0,0.925,1.783
Kepler-231 c,,0.140675,19.271566,,0.0142208,0.172183
NGC 4349 127 b,1.37,1.68103,677.8,0.19,9.88561,
Kepler-184 b,,0.0949568,10.687576,,0.0181008,0.210545
GJ 676 A b,0.71,1.81539,1056.8,0.326,4.89701,
Kepler-60 b,1.11,0.0750769,7.1316185,,0.0172607,0.203227
Kepler-1124 b,0.35,0.0277394,2.85234897,0,0.00688654,0.114
Kepler-1235 b,0.93,0.0494161,4.16055856,0,0.00123338,0.07
Kepler-151 b,,0.120241,15.228958,,0.0279223,0.272995
Kepler-242 c,,0.116354,14.496481,,0.0147725,0.178428
Kepler-230 b,,0.199823,32.625555,,0.0596201,0.380052
HD 47186 c,0.99,2.38704,1353.6,0.249,0.348285,
Kepler-463 b,0.87,0.0807229,8.98101683,0,0.0277215,0.272
Kepler-1553 b,0.85,0.048585,4.24261881,0,0.00485109,0.103
Kepler-1003 b,1.11,0.0471986,3.55485691,0,0.0131362,0.159
Kepler-840 b,1.04,0.0364828,2.49577962,0,1,1.523
Kepler-351 c,,0.290701,57.24809,,0.0303861,0.284593
Kepler-534 b,1.05,0.126093,15.95994513,0,0.0169068,0.2
Kepler-350 b,,0.0979073,11.189562,,0.0136211,0.165046
Kepler-382 b,,0.0592083,5.262155,,0.00769114,0.117763
Kepler-900 b,0.78,0.0658684,6.9913086,0,0.0154788,0.186
HIP 14810 d,0.99,1.88623,950.69651,0.165251,0.5806,
Kepler-209 b,,0.124721,16.087845,,0.0170837,0.201624
Kepler-123 c,,0.174808,26.695074,,0.0112762,0.132037
HD 142245 b,1.69,2.77628,1299,0,1.89038,
Kepler-1251 b,0.92,0.241134,45.0904643,0,0.0135358,0.164
Kepler-59 c,1.04,0.136086,17.9801235,,0.0149563,0.180443
Kepler-493 b,1.36,0.0451413,3.00387658,0,1,1.35
KIC 11442793 b,1.2,0.0761616,7.008151,,0.00752338,0.117
Kepler-1054 b,1.22,0.0553537,4.30655689,0,0.0213319,0.235
Kepler-258 b,,0.109294,13.19722,,0.0537981,0.362209
Kepler-1607 b,1.14,0.116755,13.6473676,0,0.00215846,0.082
Kepler-309 c,,0.436563,105.356383,,0.019783,0.223927
Kepler-1447 b,0.97,0.28584,56.6747285,0,0.0252452,0.259
Kepler-302 c,,0.495205,127.282184,,1,1.11071
Kepler-1489 b,0.93,0.361423,82.294751,0,0.0130579,0.158
HD 30177 b,0.951,3.80821,2770,0.193,9.68782,
Kepler-466 b,1.04,0.272969,51.07926307,0,0.0243624,0.254
Kepler-678 b,0.94,0.071979,7.27503724,0,0.087953,0.459
Kepler-446 d,0.22,0.0352283,5.148921,0,0.00890695,0.123
Kepler-4 b,1.223,0.0455763,3.21346,0,0.0772279,0.357
Kepler-1370 b,1.19,0.154149,20.2641684,0,0.0135358,0.164
Kepler-882 b,0.9,0.0475302,3.98953967,0,0.00609283,0.11
bet Cnc b,1.7,1.67364,605.2,0.08,7.8,
HD 190647 b,1.1,2.07238,1038.1,0.18,1.90296,
Kepler-530 b,0.97,0.223973,39.30941904,0,0.0271261,0.269
Kepler-1522 b,0.96,0.0290724,1.84788917,0,0.0127496,0.154
Kepler-759 b,1.04,0.238842,41.805985,0,0.0172355,0.203
Kepler-1351 b,0.7,0.0163913,0.91614077,0,0.000639382,0.058
Kepler-529 c,1.07,0.109729,12.8345022,0,0.0147338,0.178
Kepler-977 b,0.87,0.167537,26.85328322,0,0.0211858,0.234
HD 97658 b,0.748,0.0796373,9.4909,0.064,0.024739,0.208761
Kepler-261 b,,0.0931334,10.381227,,0.0163243,0.194487
Kepler-658 b,0.63,0.0198513,1.28707676,0,0.0120821,0.145
Kepler-57 b,0.83,0.0588891,5.7293196,,0.0163986,0.195205
Kepler-175 b,,0.102029,11.903515,,0.020389,0.228388
Kepler-509 b,1.1,0.243116,41.74600392,0,0.0195285,0.222
Kepler-577 b,0.78,0.156872,25.69578251,0,0.0201979,0.227
Kepler-323 b,,0.0276391,1.678327,,0.0100631,0.127576
Kepler-1153 b,0.91,0.0276021,1.75583533,0,0.0127496,0.154
Kepler-433 b,1.46,0.0678214,5.33408384,0.119,2.82,1.45
Kepler-1319 b,0.56,0.0327047,2.88676265,0,0.00819664,0.12
Kepler-377 c,,0.176201,27.014976,,0.0152673,0.183781
HD 106270 b,1.33,4.37827,2890,0.402,11.0869,
Kepler-1287 b,0.96,0.0982303,11.47685909,0,0.0115145,0.137
Kepler-426 b,0.91,0.0413383,3.21751883,0,1,1.09
Kepler-379 c,,0.309155,62.784697,,0.0173806,0.2043
WASP-20 b,1.2,0.0599991,4.8996285,0,0.311,1.462
HD 30856 b,1.36,2.04004,912,0.117,1.85721,
Kepler-315 c,,0.808381,265.469335,,0.056492,0.370238
Kepler-80 c,0.72,0.0788018,9.522,,0.022,0.254
Kepler-179 c,,0.067463,6.40013,,0.0147725,0.178428
HD 24064 b,1,1.29459,535.6,0.35,9.45161,
HD 48265 b,0.93,1.59435,762,0.24,1.20645,
Kepler-476 b,1.03,0.114843,14.00640607,0,0.0283318,0.275
Kepler-154 e,0.89,0.0469031,3.93276465,0,0.0118373,0.134
HATS-4 b,1.001,0.032693,2.156729,0.013,1.323,1.02
Kepler-1608 b,0.75,0.11512,16.4735686,0,0.0127496,0.154
Kepler-527 b,1.28,0.119195,13.28535633,0,0.0241903,0.253
CoRoT-27 b,1.05,0.0466557,3.57532,0,10.3882,1.007
Kepler-1115 b,1.6,0.188086,23.5540725,0,0.0125983,0.152
Kepler-1141 b,1.01,0.0346536,2.34451194,0,0.00142986,0.073
Kepler-360 c,,0.0728812,7.186434,,0.0156092,0.187349
Kepler-154 d,0.89,0.141235,20.54981883,0,0.0467496,0.343
Kepler-262 b,,0.108539,13.060855,,0.00850717,0.121331
Kepler-969 c,0.92,0.0269307,1.6829346,0,0.00277643,0.088
Kepler-1106 b,1.11,0.0235482,1.25275217,0,0.0122275,0.147
Kepler-381 b,,0.0619291,5.629021,,0.0028129,0.0883219
Kepler-168 c,,0.109272,13.193242,,0.0220797,0.239986
Kepler-84 f,,0.245953,44.552169,,0.0165098,0.196271
Kepler-874 b,1.09,0.235841,40.0686727,0,0.0499388,0.352
Kepler-987 b,0.97,0.432008,105.3033148,0,0.0318486,0.291
Kepler-529 b,1.07,0.0315668,1.98035766,0,0.0136995,0.166
HD 89307 b,0.989,3.26609,2166,0.2,1.79148,
Kepler-1039 b,0.79,0.0172977,0.93488424,0,0.0107116,0.13
Kepler-1112 b,1.34,0.127487,14.36267939,0,0.0271261,0.269
HD 163607 c,1.09,2.41789,1314,0.12,2.2924,
Kepler-960 b,0.77,0.0383568,3.12686223,0,0.0173469,0.204
WASP-49 b,0.938,0.0378972,2.7817387,0,0.378231,1.115
Kepler-288 b,,0.065318,6.097326,,0.0123736,0.148987
Kepler-37 c,0.803,0.139784,21.301886,0.0984886,0.0107897,0.066
Kepler-1314 b,0.6,0.0509616,5.42474928,0,0.0867729,0.456
Kepler-55 b,0.62,0.153688,27.9481449,,0.0188372,0.216597
Kepler-1504 b,0.85,0.350774,82.304003,0,0.0158698,0.19
HD 4313 b,1.53,1.13327,356,0.041,2.17173,
Kepler-1197 b,0.78,0.0289045,2.03231845,0,0.00648186,0.112
HR 8799 b,1.516,67.4293,164253,0,7,1.2
Kepler-774 b,1.57,0.113114,11.0895723,0,0.0300338,0.283
Kepler-1173 b,0.86,0.0156331,0.7698536,0,0.00189081,0.079
HD 2638 b,0.93,0.0435743,3.4442,0,0.477325,
Kepler-272 b,,0.0404491,2.971353,,0.0100631,0.127576
Kepler-231 b,,0.0912341,10.065275,,0.0127755,0.15434
Kepler-512 b,1.17,0.218278,34.43587975,0,0.0220818,0.24
Kepler-747 b,0.82,0.198299,35.61760587,0,0.0923502,0.47
Kepler-827 b,0.93,0.265894,51.92927591,0,0.105771,0.502
Kepler-1057 b,1.07,0.116763,14.08827448,0,0.0340314,0.3
HD 168443 b,0.995,0.29385,58.11247,0.52883,7.69745,
WASP-41 c,0.93,0.950245,350.3,0.294,2.97516,
Kepler-373 b,,0.0612399,5.535309,,0.00850717,0.121331
Kepler-1622 b,1.31,0.104704,10.8118737,0,0.0109866,0.131
Kepler-288 d,,0.288618,56.633742,,0.0218083,0.238201
HD 10180 f,1.06,0.49279,122.72,0.133,0.0743252,
Kepler-445 c,0.18,0.0317534,4.871229,0,0.020474,0.229
Kepler-1088 b,1.08,0.162992,23.12748644,0,0.00991268,0.127
HD 45350 b,1.054,1.94413,963.6,0.778,1.83614,
Kepler-770 d,0.94,0.0495281,4.15244722,0,0.00940137,0.125
HD 69830 c,0.849,0.185072,31.559999,0.13,0.0367709,
Kepler-963 b,0.91,0.0878919,9.97683705,0,0.021628,0.237
TYC 1422-614-1 b,1.15,0.697981,198.4,0.06,2.5,
Kepler-21 b,1.34,0.0427173,2.785755,0,0.0121473,0.1459
Kepler-352 c,,0.125984,16.332995,,0.00621274,0.110625
Kepler-363 b,,0.046094,3.614568,,0.00493175,0.103488
Kepler-1053 b,0.74,0.0318579,2.41435165,0,0.00266535,0.087
Kepler-390 b,,0.0698175,6.738088,,0.00144064,0.0731555
CoRoT-28 b,1.01,0.0590095,5.20851,0.047,0.484,0.955
Kepler-340 b,,0.118208,14.844387,,0.0200225,0.225711
Kepler-679 b,0.87,0.100056,12.39358604,0,0.0271261,0.269
Kepler-335 c,,0.325549,67.844469,,0.0281036,0.273887
Kepler-841 b,0.85,0.462033,124.4198398,0,0.09114,0.467
HD 47186 b,0.99,0.0498411,4.0845,0.038,0.071203,
Kepler-226 b,,0.0488289,3.940997,,0.011604,0.138282
KELT-3 b,1.282,0.0412729,2.70339,0,1.46164,1.358
Kepler-51 c,1,0.379271,85.3128662,,0.0126,0.508958
Kepler-1639 b,1.12,0.0935706,9.878482,0,0.0206139,0.23
HD 148427 b,1.36,1.03886,331.5,0.16,1.14357,
Kepler-810 b,1.03,0.0546451,4.59725385,0,0.014205,0.172
Kepler-226 c,,0.0598621,5.349555,,0.0171819,0.202516
Kepler-1520 b,0.76,0.0134503,0.65355357,0,0.111491,0.515
Kepler-533 b,0.78,0.168131,28.51120525,0,0.0345375,0.302
epsilon Tau b,2.73,1.93647,594.90002,0.151,7.67663,
Kepler-11 e,0.961,0.19466,31.9996,0.012,0.0264312,0.373377
Kepler-366 c,,0.1055,12.51616,,0.0131908,0.159693
Kepler-1419 b,1.01,0.239214,42.5215895,0,0.024536,0.255
HAT-P-46 b,1.284,0.0576688,4.463129,0.123,0.493,1.284
HD 208487 b,1.113,0.520765,130.08,0.24,0.5122,
Kepler-1033 b,0.94,0.07385,7.56052806,0,0.0197927,0.224
Kepler-616 c,0.98,0.391589,90.4113556,0,0.0350514,0.304
Kepler-288 c,,0.140842,19.305772,,0.0244074,0.25426
Kepler-1517 b,1.58,0.0714194,5.54608367,0,0.696016,0.871
Kepler-48 d,0.88,0.229818,42.8961,0,0.0151,0.181997
Kepler-626 b,1.01,0.116684,14.48585199,0,0.0173469,0.204
Kepler-311 b,,0.0857785,9.176092,,0.012573,0.151664
Kepler-117 c,,0.268407,50.790412,,0.923754,1.00812
epsilon Eri b,0.82,3.37558,2500,0.25,1.05448,
Kepler-271 d,0,0,5.24972541,0,0.000678484,0.059
Kepler-69 c,0.81,0.709354,242.4613,0.14,0.0126299,0.15242
Kepler-935 b,0.78,0.0518363,4.88083852,0,0.00819664,0.12
Kepler-1245 b,0.86,0.0496255,4.35409304,0,0.0101747,0.128
Kepler-296 f,,0.310961,63.335879,,0.0131908,0.159693
HD 20782 b,0.969,1.36607,591.9,0.97,1.9,
Kepler-613 b,0.98,0.122297,15.77979614,0,0.0173469,0.204
Kepler-1011 b,0.91,0.0608921,5.75322197,0,0.0247111,0.256
Kepler-1536 b,0.71,0.891311,364.758031,0,0.0293826,0.28
Kepler-726 b,0.88,0.146374,21.80451088,0,0.0318486,0.291
Kepler-1400 b,0.83,0.0799721,9.06689421,0,0.0120821,0.145
Kepler-896 b,0.84,0.508596,144.547396,0,0.0200617,0.226
Kepler-228 c,,0.050414,4.134444,,0.0222169,0.240878
HD 190360 c,0.983,0.129216,17.111027,0.23747,0.0589738,
Kepler-23 c,1.11,0.0986522,10.7421,0,0.0305282,0.28523
Kepler-823 b,0.98,0.050347,4.16809082,0,0.0117248,0.14
Kepler-1490 b,0.9,0.386292,92.4362973,0,0.0275214,0.271
Kepler-378 b,,0.124744,16.092361,,0.00105258,0.0669105
Kepler-760 b,0.89,0.0796567,8.70419416,0,0.0279233,0.273
Kepler-1558 b,0.83,0.0424359,3.50470358,0,0.000761911,0.061
Kepler-1618 b,1.41,0.0733316,6.10826019,0,0.00648186,0.112
HD 65216 b,0.92,1.37427,613.09998,0.41,1.21636,
Kepler-343 c,,0.159296,23.22182,,0.0149351,0.180212
Kepler-42 b,0.13,0.0112809,1.2137672,,0.0012042,0.0695249
Kepler-593 b,1.08,0.153888,21.21708973,0,0.0247111,0.256
Kepler-212 b,,0.125596,16.257582,,0.00396389,0.0972433
Kepler-296 c,,0.063479,5.841648,,0.0160511,0.19181
Kepler-1482 b,0.88,0.0996817,12.25383217,0,0.0030088,0.09
Kepler-157 d,0,0,7.02573474,0,0.0107116,0.13
Kepler-1004 b,1.11,0.0615039,5.28789787,0,0.145803,0.56
Kepler-356 b,,0.0542304,4.612696,,0.0117295,0.140066
Kepler-968 b,0.76,0.0426707,3.69298373,0,0.0147338,0.178
HAT-P-13 b,1.22,0.0426946,2.91625,0.0133,0.85708,1.281
Kepler-244 b,,0.0518456,4.311792,,0.0230631,0.246231
Kepler-448 b,1.452,0.151393,17.8552333,0,0,1.43
GJ 3634 b,0.45,0.0286881,2.64561,0.08,0.0221881,
Kepler-9 b,1,0.140548,19.243158,0.150841,0.248945,0.842
Kepler-1070 b,1.21,0.0705457,6.2216147,0,0.0127496,0.154
Kepler-1087 b,0.96,0.0151311,0.69384285,0,0.000499273,0.054
Kepler-1071 b,0.86,0.0626755,6.1799844,0,0.0182743,0.212
Kepler-1432 b,1.09,0.167165,23.9109011,0,0.0166923,0.198
HD 130322 b,0.836,0.0896052,10.7085,0.011,1.04309,
Kepler-1422 b,1.15,0.143967,18.6051942,0,0.0149156,0.18
Kepler-1388 e,0.63,0.188407,37.6327084,0,0.0191406,0.219
Kepler-934 b,0.81,0.265992,55.6738309,0,0.0154788,0.186
Kepler-31 d,,0.386163,87.648901,,0.0685925,0.406816
Kepler-399 d,,0.293358,58.034616,,0.0139171,0.168615
Kepler-215 c,,0.117265,14.667108,,0.0130508,0.157909
Kepler-108 b,,0.262717,49.183921,,0.268526,0.771701
Kepler-742 b,0.76,0.0735719,8.36086824,0,0.0313841,0.289
Kepler-1050 c,1.09,0.153931,21.1284569,0,0.0112658,0.132
Kepler-1298 b,1.45,0.0820438,7.12811928,0,0.00752338,0.117
Kepler-1297 b,0.99,0.0275857,1.68189002,0,0.00266535,0.087
Kepler-1613 b,1.08,0.0265264,1.5184299,0,0.0154788,0.186
Kepler-903 c,0.98,0.30753,62.9228557,0,0.0200617,0.226
Kepler-348 c,,0.130735,17.265427,,0.00789025,0.118655
Kepler-1543 b,1.39,0.0796733,6.96710269,0,0.0223911,0.242
Kepler-124 b,,0.0443423,3.410493,,0.000957504,0.0651262
Kepler-185 c,,0.147681,20.729042,,0.0149351,0.180212
Kepler-191 c,,0.133112,17.738506,,0.0136944,0.165938
omega Ser b,2.17,1.07698,277.02,0.106,1.70083,
Kepler-111 b,,0.043745,3.341815,,0.0117926,0.140958
Kepler-673 b,0.88,0.0450964,3.72873109,0,0.165168,0.583
Kepler-965 b,1.05,0.521537,134.2527298,0,0.0345375,0.302
Kepler-1295 b,0.92,0.0464624,3.81371974,0,0.0115843,0.138
Kepler-968 c,0.76,0.0570521,5.70940492,0,0.0125233,0.151
HD 16175 b,1.29,2.1185,990,0.6,4.37946,
Kepler-235 b,,0.0437311,3.340222,,0.0167934,0.198947
Kepler-1436 b,1.06,0.0907946,9.705716,0,0.00752338,0.117
HD 46375 b,0.927,0.0399038,3.023573,0.063,0.227201,
Kepler-48 c,0.88,0.0851485,9.67395,,0.045968,0.24177
Kepler-114 b,,0.0586548,5.188549,,0.00656354,0.11241
Kepler-60 d,1.11,0.105629,11.9016171,,0.0202381,0.227293
Kepler-741 b,1.16,0.0755268,7.03902374,0,0.0263549,0.265
CoRoT-29 b,0.97,0.0389589,2.85057,0.082,0.85,0.9
Kepler-868 b,0.93,0.0560993,5.03251791,0,0.0151938,0.183
Kepler-14 b,1.512,0.0806879,6.790123,0.0350051,8.40643,1.136
Kepler-234 c,,0.0730543,7.21205,,0.0375018,0.313141
Kepler-1308 b,0.35,0.0226485,2.10433812,0,0.000287933,0.046
Kepler-1302 b,0.86,0.0795638,8.83922659,0,0.0101747,0.128
CoRoT-13 b,1.09,0.051069,4.03519,0,1.31099,0.885
HD 98219 b,1.62,1.32398,436.9,0,2.12353,
HD 12648 b,1.2,0.543924,133.6,0.04,2.89937,
HD 11964 b,1.08,3.1288,1944.5898,0.041,0.608106,
HAT-P-34 b,1.392,0.0677467,5.452654,0.441,3.334,1.197
Kepler-654 b,1.04,0.113663,13.72465129,0,0.015383,0.185
Kepler-421 b,0.794,1.43442,704.1984,0.041,0.0592807,0.379
Kepler-1241 b,0.84,0.12941,18.5525701,0,0.0213319,0.235
MOA-2010-BLG-477L b,0.67,,,,1.5,
Kepler-31 b,1.21,0.158038,20.8613,0,0.0606674,0.383278
Kepler-85 c,0.92,0.102591,12.513,,0.0162741,0.194
Kepler-1198 b,0.93,0.0743912,7.6847716,0,0.0109866,0.131
Kepler-1139 b,0.94,0.016702,0.81316672,0,0.0053608,0.106
Kepler-219 d,,0.258138,47.903645,,0.0237984,0.250691
Kepler-1206 b,0.8,0.0207092,1.21699766,0,0.0121546,0.146
mu Leo b,1.5,1.12966,357.8,0.09,2.4,
Kepler-431 b,1.071,0.0718902,6.803,,0.00120877,0.0696
Kepler-1531 b,1.16,0.0224212,1.13854338,0,0.00422224,0.099
Kepler-248 c,,0.125503,16.239494,,0.0541479,0.363101
Kepler-481 b,1.01,0.0915102,10.06082567,0,0.01966,0.223
HD 139357 b,1.35,2.34618,1125.7,0.1,10.0754,
HD 1461 b,1.026,0.0635202,5.7727,0.14,0.0240044,
Kepler-1275 b,1.23,0.0497719,3.65691115,0,0.0112658,0.132
Kepler-283 c,,0.400986,92.743711,,0.013404,0.16237
HAT-P-30 b,1.242,0.0419042,2.810595,0.035,0.711088,1.34
Kepler-430 c,1.166,0.4757,110.979,,0.0129028,0.156
Kepler-1360 b,1.51,0.264915,40.5286413,0,0.0347934,0.303
Kepler-901 b,0.59,0.0379647,3.51749439,0,0.00866602,0.122
Kepler-251 d,,0.189511,30.133001,,0.0232079,0.247123
Kepler-234 b,,0.0380552,2.711506,,0.0425085,0.330092
Kepler-37 b,0.803,0.102457,13.367308,0,0.00958673,0.0270078
Kepler-392 c,,0.0933838,10.423118,,0.00409374,0.0981354
HD 8535 b,1.13,2.4447,1313,0.15,0.682196,
Kepler-1619 b,1,0.161123,23.6225913,0,0.00111394,0.068
Kepler-1473 b,1.09,0.119364,14.4273551,0,0.0053608,0.106
HAT-P-28 b,1.025,0.0433674,3.257215,0.051,0.627833,1.212
Kepler-474 b,0.99,0.0619532,5.66067294,0,0.0279233,0.273
Kepler-349 c,,0.103986,12.247629,,0.014454,0.174859
HD 4203 b,1.13,1.16537,431.88,0.519,2.08215,
Kepler-553 c,0.92,0.905726,328.2399546,0,0.862662,0.999
Kepler-331 d,,0.197812,32.134328,,0.0121773,0.146311
HD 102956 b,1.68,0.0810025,6.4948,0.048,0.951497,
WTS-2 b,0.82,0.0185537,1.0187074,0,1.12,1.3
Kepler-362 c,,0.220686,37.866281,,0.010538,0.12936
Kepler-1147 b,1.09,0.0973596,10.62784997,0,0.0210409,0.233
Kepler-186 e,0.478,0.121623,22.407793,0.03,0.00672298,0.113201
Kepler-321 c,,0.108723,13.093921,,0.0176845,0.206977
Kepler-1083 b,0.81,0.189272,33.4177993,0,0.0340314,0.3
Kepler-376 c,,0.114613,14.172327,,0.0131908,0.159693
Kepler-1589 b,1.18,0.0205657,0.99166527,0,0.00392895,0.097
Fomalhaut b,1.92,113.443,318498,0.12,0.5,
GJ 176 b,0.49,0.0656822,8.7832,0,0.0259969,
Kepler-873 b,1.18,0.155175,20.5533844,0,0.0440759,0.335
HD 23079 b,1.012,1.59509,730.6,0.102,2.4433,
HD 178911 B b,1.06421,0.344904,71.484,0.114,7.29127,
WASP-58 b,0.94,0.0562022,5.01718,0,0.891379,1.37
Kepler-506 b,1.19,0.0750455,6.8834055,0,0.0227057,0.244
Kepler-1571 b,1.23,0.0472783,3.38555488,0,0.0124263,0.136
Kepler-543 b,0.7,0.100456,13.89961966,0,0.01966,0.223
Kepler-1535 b,1.08,0.538652,138.9442,0,0.0201979,0.227
Kepler-1030 b,0.8,0.130853,19.32952416,0,0.019398,0.221
Kepler-244 c,,0.0894244,9.767292,,0.0151834,0.182889
Kepler-245 e,0.8,0.0396148,3.21982106,0,0.0129028,0.156
Kepler-1067 b,0.95,0.0160522,0.76212926,0,0.00129651,0.071
Kepler-354 b,,0.0608066,5.47666,,0.0135483,0.164154
Kepler-1203 b,0.64,0.0118373,0.58800076,0,0.00364938,0.095
Kepler-278 b,,0.189627,30.160546,,0.0541479,0.363101
HD 162020 b,0.8,0.0756944,8.428198,0.277,15.2138,
Kepler-809 b,0.99,0.284276,55.63934,0,0.0271261,0.269
Kepler-1468 b,1.04,0.0808904,8.23984869,0,0.0127496,0.154
Kepler-1368 b,1.07,0.0154128,0.67564949,0,0.0122275,0.147
Kepler-183 b,,0.0623606,5.687945,,0.0152673,0.183781
Kepler-1392 b,0.88,0.114781,15.1410397,0,0.0144664,0.175
MOA-bin-1L b,0.75,,,,3.7,
Kepler-1556 b,0.97,0.0827454,8.82713457,0,0.0144664,0.175
Kepler-944 b,0.86,0.22955,43.3167737,0,0.0213319,0.235
Kepler-1110 b,0.73,0.0801106,9.69312032,0,0.021628,0.237
Kepler-210 c,,0.0781034,7.972513,,0.0403249,0.322955
Kepler-437 b,0.707,0.286604,66.65062,0,0.0159616,0.19092
Kepler-184 d,,0.184825,29.022358,,0.0195472,0.222143
HD 168746 b,0.916,0.0655505,6.404,0.107,0.245103,
GJ 876 c,0.32,0.129574,30.0881,0.25591,0.612168,
Kepler-1164 b,0.85,0.0465276,3.97599768,0,0.00437411,0.1
Kepler-958 b,0.91,0.0866604,9.7678805,0,0.015288,0.184
Kepler-20 c,0.912,0.0930411,10.854092,0,0.0495058,0.273643
Kepler-712 c,0.84,0.686927,226.89047,0,0.0779976,0.433
Kepler-47 b,1.043,0.267621,49.514,0,0.026473,0.265621
Kepler-580 b,0.67,0.069764,8.22241966,0,0.020474,0.229
Kepler-296 b,,0.0461525,3.621457,,0.00233796,0.0838612
Kepler-755 b,0.82,0.021472,1.26909037,0,0.0129801,0.157
Kepler-402 b,,0.0495511,4.028751,,0.00587447,0.108841
